"rgn_name","rgn_id","commodity","product","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"France",179,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,12,21,9,62,1577,1568,208,976,855,2045,1312,1645,2498,2012,2207,3016,3045,2853,6959,8629,2635,6114,1391,1310,2189,2325,1802,1404,1720,1518,1498.8
"France",179,"Other seaweeds and aquatic plants and products thereof","seaweeds",45949,48404,463,1040,72811,10317,10867,9706,8928,667,983,1234,1934,1608,1952,3502,4051,3616,3897,2609,5730,4537,5392,5952,6768,6877,9173,10932,9133,8714,10540,13599,13376,11135,11925,12502,0,0,0,0,0,0,0,0
"France",179,"Seaweeds and other algae, fit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3497,4188,4565,4341,3964,4342,5067,3947.14
"France",179,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7917,8682,7326,3745,6133,5651,6222,6371.79
"France",179,"Z_TOTAL","fish_oil",1911,2546,2526,3441,2355,2084,2663,2560,2850,3509,3767,4053,6883,5502,5752,4900,7594,10143,11108,12320,9553,10947,9741,7822,8518,9657,12208,15673,15669,15158,19472,26185,39457,20463,32437,39552,50009,46975,51210,55743,52769,55310,57734,49963.78
"France",179,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,12,21,9,62,1577,1568,208,976,855,2045,1312,1645,2498,2012,2207,3016,3045,2853,6959,8629,2635,6114,1391,1310,2189,2325,1802,1404,1720,1518,1498.8
"France",179,"Z_TOTAL","seaweeds",46669,49226,1137,1795,73843,11440,11974,10706,9932,2186,2113,2760,4835,3859,1952,3502,4051,3616,5832,4333,7621,6342,9673,8129,8594,8114,10583,12250,10683,10419,12853,16576,16019,15139,16516,18036,16586,19459,15972,11321,14543,14182,13487,12148.15
"French Polynesia",147,"Ornamental fish nei","ornamentals",2,6,6,2,2,2,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,29,72,111,194,248,249,198,856,180,147,177,110,104,75,0,0,0,0,0,0,0,0
"French Polynesia",147,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,108,264,234,145,139,209,196.66
"French Polynesia",147,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,0,0,0,0,0,0,0,0,0
"French Polynesia",147,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,1,0,3,0,0,0.14
"French Polynesia",147,"Z_TOTAL","ornamentals",2,6,6,2,2,2,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,29,72,111,194,248,249,198,856,180,147,177,110,104,75,95,108,264,234,145,139,209,196.66
"French Polynesia",147,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,0,1,7,1,0,3,0,0,0.14
"Gambia",65,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,140,42,362.28
"Gambia",65,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,140,42,362.28
"Georgia",74,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,153,0,300,470,0,1125,1070,245,6047,6113,5275,5944,7401,9816,5077.08
"Georgia",74,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,153,0,300,470,0,1125,1070,245,6047,6113,5275,5944,7401,9816,5077.08
"Germany",176,"Agar agar nei","seaweeds",496,468,675,933,1015,632,605,1070,1746,1141,1406,2399,2197,3047,0,0,0,0,3966,3880,5164,5852,5315,5291,5536,5651,8473,8384,8993,9412,11796,8584,12852,9627,14175,14635,9524,12857,16086,14665,13616,12188,11602,10712.51
"Germany",176,"Fish body oils, nei","fish_oil",2204,2143,3013,1788,1745,2068,1745,1323,1284,900,1005,1512,3505,3733,2258,3015,3632,2006,2254,7419,2958,3241,7046,4320,3490,4986,6244,7594,9407,10899,18442,26053,28339,20335,23340,31424,29220,32161,28022,22171,29567,27307,29866,34955.78
"Germany",176,"Fish liver oils, nei","fish_oil",548,375,228,415,442,285,171,100,82,74,91,64,609,471,926,543,502,341,396,431,604,437,466,172,232,341,863,1208,1563,969,1326,1593,1740,1771,1985,2446,2513,2649,3723,8683,7300,6673,19303,1451.8
"Germany",176,"Halibuts, liver oils","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,0,6,21,15,18,4,5,104,83,47,82,0,31,0,34,49,23,5,52,69,0,0,0,0.18
"Germany",176,"Oils and fats of aquatic animals, nei","fish_oil",NA,NA,NA,21,268,11,340,3555,3747,7481,3837,2014,3526,3979,4866,2615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany",176,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,31,27,195,69,92,36,287,22,26,47,265,794,566,246,425,714,630,483,629,706,646,543,498,305,442,585,642,502,524,612,394.37
"Germany",176,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,179,171,181,140,251,592,613,1105,511,646,653,643,705,766,1077,1486,2224,2574,2578,3422,1416,2440,3812,0,0,0,0,0,0,0,0
"Germany",176,"Seaweeds and other algae, fit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2859,4888,4069,4628,3711,3740,5091,4480.05
"Germany",176,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,686,2239,955,858,1457,1955,998,1256.16
"Germany",176,"Z_TOTAL","fish_oil",2752,2518,3241,2224,2455,2364,2256,4978,5113,8455,4933,3590,7640,8183,8050,6173,4134,2347,2650,7881,3562,3684,7533,4507,3740,5331,7112,8906,11053,11915,19850,27646,30110,22106,25359,33919,31756,34815,31797,30923,36867,33980,49169,36407.76
"Germany",176,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,31,27,195,69,92,36,287,22,26,47,265,794,566,246,425,714,630,483,629,706,646,543,498,305,442,585,642,502,524,612,394.37
"Germany",176,"Z_TOTAL","seaweeds",496,468,675,933,1015,632,605,1070,1746,1141,1406,2399,2468,3226,171,181,140,251,4558,4493,6269,6363,5961,5944,6179,6356,9239,9461,10479,11636,14370,11162,16274,11043,16615,18447,13069,19984,21110,20151,18784,17883,17691,16448.72
"Ghana",106,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,21,0,121,167,57,37,15,0,934,1555,1442.11
"Ghana",106,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,49,68,22,23,5,0,0,0,0,0,0
"Ghana",106,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,2,1,1,1,26,0,2,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
"Ghana",106,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,1.16083733446789,1,72.54
"Ghana",106,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,23,70,68,143,190,62,37,15,0,934,1555,1442.11
"Ghana",106,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,2,1,1,1,26,0,2,3,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,32,0,0,0,1.16083733446789,1,72.54
"Greece",80,"Agar agar nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,6,0,0,0,0,132,1,0,0,0,0,0,0,1,1,0,0,0,4,0,1,1,0,8,3,0,0,0,1,8,18.02
"Greece",80,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,40,0,0,106,0,15,39,0,4,8,0,0,146,1,266,493,0,1,212,452,547,760.67
"Greece",80,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,0,0,0,0,0,0,0,0,0,0,4,0,0,80,63,93,69,99,38,2,11,12.38
"Greece",80,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,177,24,0,76,354,1279,2018,370,382,978,150,388,346,1264,962,1102,733,2595,149,0,0,0,0,0,0,0,0
"Greece",80,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,19,0,0,0,0,0,0,0,0,0,6,4,14,2,6,10,31,83,4,19,6,98,246,0,0,0,0,0,0,0,0
"Greece",80,"Seaweeds and other algae, fit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,23,25,12,25,26,32,16.26
"Greece",80,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,220,191,138,63,104,124,150.87
"Greece",80,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,19,0,40,0,0,106,0,15,39,0,4,8,4,0,146,81,329,586,69,100,250,454,558,773.05
"Greece",80,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,177,24,0,76,354,1279,2018,370,382,978,150,388,346,1264,962,1102,733,2595,149,0,0,0,0,0,0,0,0
"Greece",80,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,20,25,0,0,0,0,132,1,0,0,0,6,4,14,3,7,10,31,83,8,19,7,99,246,225,246,216,150,88,131,164,185.15
"Guadeloupe and Martinique",140,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,66,63,65,54,52,63,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Guadeloupe and Martinique",140,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,66,63,65,54,52,63,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Guatemala",136,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,0,0,0,0,0,33,0,2,88,0,10,15,73,1,1,0,0,36,1,5,27.84
"Guatemala",136,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.93056211382873,84,5,3,0,0,0,0,0,0,0,0,3,2,6,10,0,4,9.44
"Guatemala",136,"Ornamental fish nei","ornamentals",NA,NA,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0
"Guatemala",136,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,1,1,3,2,0.01
"Guatemala",136,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0,0,0,0,0,9.93056211382873,84,5,36,0,2,88,0,10,15,73,1,4,2,6,46,1,9,37.28
"Guatemala",136,"Z_TOTAL","ornamentals",NA,NA,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0
"Guatemala",136,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,1,1,1,3,2,0.01
"Guinea",194,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,0,0,2,0,0,0,0,6,0,40,42,62,0,0,0,0,0,0,0,0
"Guinea",194,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,3,0,0,4,0,0,1.29
"Guinea",194,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,0,0,0,2,0,0,0,0,6,0,40,42,65,0,3,0,0,4,0,0,1.29
"Guinea Bissau",193,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,3,0,4,4,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0
"Guinea Bissau",193,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,3,0,4,4,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0
"Guyana",167,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,220,285,0,0,0,0,553,400,273,123,118,81,107,91,87,97,38,107,134,106,63,14,25,8,1,2,9,10,8,7,3.42
"Guyana",167,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,220,285,0,0,0,0,553,400,273,123,118,81,107,91,87,97,38,107,134,106,63,14,25,8,1,2,9,10,8,7,3.42
"Haiti",114,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,205,1200,800,423,409,335,259,351,231,212,307,428,565,413,387,0,0,0,0,0,0,0,0
"Haiti",114,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,333,219,204,260,351,472,560,586.06
"Haiti",114,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,205,1200,800,423,409,335,259,351,231,212,307,429,565,413,387,333,219,204,260,351,472,560,586.06
"Honduras",133,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,1,0,0,0,0,0,0,0,17,28,33,5,181,32,0,0,146,88,356,37,94,0,14,46,0,42.7
"Honduras",133,"Ornamental fish nei","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,41,0,34,72,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Honduras",133,"Z_TOTAL","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,1,0,0,0,0,0,0,0,17,28,33,5,181,32,0,0,146,88,356,37,94,0,14,46,0,42.7
"Honduras",133,"Z_TOTAL","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,41,0,34,72,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Iceland",143,"Capelin oil","fish_oil",6963,26196,28044,31723,29606,28041,8374,8,18443,33069,21568,13855,27211,13645,13486,7948,18988,32644,24017,25556,42462,49504,50957,24512,16291,31974,32963,54745,27087,19374,10623,7444,18264,6472,8662,29930,49946,39911,11806,14211,17019,11418,14251,14251
"Iceland",143,"Cod liver oil","fish_oil",1249,1717,1712,2327,3139,2275,2256,2132,2482,1751,3174,5135,4419,3938,3976,3471,4688,4655,3909,4011,4766,4421,4319,4561,4333,3733,4092,4366,5337,4674,4709,6449,9111,12008,12095,14286,18736,15776,13492,14184,11795,14115,13645,13645
"Iceland",143,"Fish body oils, nei","fish_oil",1390,598,480,402,108,128,319,140,101,0,1,409,54,0,0,0,159,399,619,117,371,695,286,1195,1907,1984,1581,12391,10560,9756,10463,15681,26088,21439,22150,35068,29321,46086,47205,49004,45772,41625,58699,71479.09
"Iceland",143,"Fish liver oils, nei","fish_oil",53,0,0,0,0,0,0,0,0,0,23,3,0,3,42,0,4,25,23,49,149,118,48,82,39,126,66,273,593,447,1456,1176,1463,805,1548,1548,1774,1429,705,703,615,2660,550,12734.96
"Iceland",143,"Herring oil","fish_oil",20,0,67,200,0,110,42,327,150,29,71,0,137,385,480,432,3102,3783,2975,7857,10841,10983,9729,3470,1578,3427,2620,2551,4927,7938,13599,34693,50796,38751,28762,23358,17324,31908,17030,15276,19110,22761,17231,17231
"Iceland",143,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,1,1,673,2020,1332,1926,4842,3969,4211,3489,3886,3235,2563,133,0,0,0,0,0,0,0,0
"Iceland",143,"Redfish oil","fish_oil",320,156,277,61,433,1088,322,833,521,116,0,40,0,0,0,105,9,27,51,72,37,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,268,74,0,0
"Iceland",143,"Seaweeds and other algae, fit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328,125,98,215,230,188,1081,39.98
"Iceland",143,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1559,3795,4188,3309,6998,6149,4515,2580
"Iceland",143,"Z_TOTAL","fish_oil",9995,28667,30580,34713,33286,31642,11313,3440,21697,34965,24837,19442,31821,17971,17984,11956,26950,41533,31594,37662,58626,65732,65339,33820,24148,41244,41322,74326,48504,42189,40850,65443,105722,79475,73217,104190,117101,135110,90389,93378,94579,92653,104376,129341.05
"Iceland",143,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,1,1,673,2020,1332,1926,4842,3969,4211,3489,3886,3235,2563,133,1887,3920,4286,3524,7228,6337,5596,2619.98
"India",203,"Agar agar nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,120,32,70,51,79,81,143,175,138,270,796,2778,1578,1272,1203,1193,1910,3023,3778,3375,2839,2902,1997,1927,2664.49
"India",203,"Cod liver oil","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,878,1011,932,78,260,172,1490,3156,637,125,0,393,169,41,8,4,241,99,53,4.63
"India",203,"Fish body oils, nei","fish_oil",54,14,184,597,234,223,166,31,371,249,86,82,21,387,182,126,101,21,129,0,51,8,0,46,12,24,9,358,260,715,1837,967,819,661,1700,2853,7174,4440,3100,1304,744,128,275,434.86
"India",203,"Fish liver oils, nei","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,86,166,121,168,3,112,107,191,355,65,135,100,275,712,230,529,1766,2375,567,781,725,858,230,543,457,0,0,0,14.07
"India",203,"Ornamental fish nei","ornamentals",5,3,1,0,1,2,0,5,5,6,42,74,93,142,89,289,145,756,238,342,243,515,601,525,824,1285,1363,2369,1360,1170,3809,1503,1993,1083,981,1325,1087,222,0,0,0,0,0,0
"India",203,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,992,1875,509,416,668,708,766.07
"India",203,"Other seaweeds and aquatic plants and products thereof","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,151,15,116,42,10,69,13,53,515,1312,1657,1307,1232,1323,2556,3730,5485,5987,618,0,0,0,0,0,0
"India",203,"Sardine oil","fish_oil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,53,168,58,13,140,4143,4699,7950,11268,21373,25467,27697,32468,34861,10884,35019,13814,2785.83
"India",203,"Seaweeds and other algae, fit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,1100,221,944,1572,1240,425.11
"India",203,"Seaweeds and other algae, unfit for human consumption, nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3032,4491,5554,2403,2716,3579,1185.65
"India",203,"Z_TOTAL","fish_oil",54,14,184,597,234,223,166,31,371,249,86,82,21,398,182,212,267,142,297,3,163,115,191,401,962,1177,1094,879,1290,1130,3996,10032,8530,9303,13749,25344,33668,32408,36119,36626,11869,35246,14142,3239.39
"India",203,"Z_TOTAL","ornamentals",5,3,1,0,1,2,0,5,5,6,42,74,93,142,89,289,145,756,238,342,243,515,601,525,824,1285,1363,2369,1360,1170,3809,1503,1993,1083,981,1325,1087,1214,1875,509,416,668,708,766.07
"India",203,"Z_TOTAL","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,271,47,186,93,89,150,156,228,653,1582,2453,4085,2810,2595,3759,4923,7395,9010,9095,8966,8614,6249,6285,6746,4275.25
"Indonesia",216,"Agar agar nei","seaweeds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3158,2942,4974,3327,3880,5721,7684,6333,7056,6433,6270,8805,9741,9437,14206,10310,10693,12627,12861,13084,14812,9932,8908,10048,14169,10627.47
"Indonesia",216,"Cod liver oil","fish_oil",NA,NA,NA,58,76,22,4,0,11,69,455,772,668,1197,1660,3076,4046,1463,754,233,157,28,22,338,226,78,449,586,228,188,47,418,2408,787,352,205,0,0,0,0,0,0,0,0
"Indonesia",216,"Fish body oils, nei","fish_oil",NA,NA,NA,NA,1,73,145,283,156,822,2730,1184,620,97,299,246,388,2,45,21,0,0,3291,23,6,15,157,282,307,599,805,1149,5326,1844,351,318,372,73,149,1112,1423,219,267,170.93
"Indonesia",216,"Fish liver oils, nei","fish_oil",12,151,257,83,56,42,44,19,114,650,4222,1434,1543,2242,4643,7521,3985,1642,931,720,671,268,119,70,180,53,112,1159,103,0,0,0,0,0,29,66,625,1981,2705,4343,4126,2228,785,156.72
"Indonesia",216,"Ornamental saltwater fish","ornamentals",NA,NA,NA,NA,NA,61,30,40,71,319,1045,1406,3966,3384,2489,3559,4269,5489,4852,5264,5260,2041,906,5606,8924,7886,8024,8728,6798,6378,5619,5388,5430,4375,4268,4211,5488,7543,5197,5493,7681,7138,7630,6464.8
