rgn_id,rgn_name,year,number_jobs,unit,sector,source
76,Turkey,2013,9800,Persons (1),mar,OECD
76,Turkey,2014,9900,Persons (1),mar,OECD
76,Turkey,2015,9850,Persons (1),mar,OECD
76,Turkey,2016,9950,Persons (1),mar,OECD
76,Turkey,2017,10500,Persons (1),mar,OECD
76,Turkey,2018,10600,Persons (1),mar,OECD
76,Turkey,2019,10750,Persons (1),mar,OECD
76,Turkey,2020,10800,Persons (1),mar,OECD
76,Turkey,2021,11000,Persons (1),mar,OECD
76,Turkey,2022,11200,Persons (1),mar,OECD
79,Israel,2008,400,Persons (1),mar,OECD
79,Israel,2009,400,Persons (1),mar,OECD
79,Israel,2010,400,Persons (1),mar,OECD
79,Israel,2011,400,Persons (1),mar,OECD
79,Israel,2012,400,Persons (1),mar,OECD
79,Israel,2013,400,Persons (1),mar,OECD
79,Israel,2014,400,Persons (1),mar,OECD
79,Israel,2015,400,Persons (1),mar,OECD
79,Israel,2016,400,Persons (1),mar,OECD
79,Israel,2017,400,Persons (1),mar,OECD
79,Israel,2018,400,Persons (1),mar,OECD
79,Israel,2019,400,Persons (1),mar,OECD
79,Israel,2020,350,Persons (1),mar,OECD
79,Israel,2021,300,Persons (1),mar,OECD
79,Israel,2022,300,Persons (1),mar,OECD
80,Greece,2008,4960,Persons (1),mar,OECD
80,Greece,2009,4570,Persons (1),mar,OECD
80,Greece,2010,4250,Persons (1),mar,OECD
80,Greece,2011,4310,Persons (1),mar,OECD
80,Greece,2012,4200,Persons (1),mar,OECD
80,Greece,2013,4120,Persons (1),mar,OECD
80,Greece,2014,4070.0000000000005,Persons (1),mar,OECD
80,Greece,2015,4070.0000000000005,Persons (1),mar,OECD
80,Greece,2016,4290,Persons (1),mar,OECD
80,Greece,2017,4400,Persons (1),mar,OECD
80,Greece,2018,4290,Persons (1),mar,OECD
80,Greece,2019,4170,Persons (1),mar,OECD
80,Greece,2020,4240,Persons (1),mar,OECD
80,Greece,2021,3870,Persons (1),mar,OECD
80,Greece,2022,4050,Persons (1),mar,OECD
130,Costa Rica,2008,1330,Persons (1),mar,OECD
130,Costa Rica,2009,2040,Persons (1),mar,OECD
130,Costa Rica,2010,1030,Persons (1),mar,OECD
130,Costa Rica,2011,1270,Persons (1),mar,OECD
130,Costa Rica,2012,2120,Persons (1),mar,OECD
130,Costa Rica,2013,1470,Persons (1),mar,OECD
130,Costa Rica,2014,2120,Persons (1),mar,OECD
130,Costa Rica,2015,1360,Persons (1),mar,OECD
130,Costa Rica,2016,1300,Persons (1),mar,OECD
130,Costa Rica,2017,1240,Persons (1),mar,OECD
130,Costa Rica,2018,1700,Persons (1),mar,OECD
130,Costa Rica,2019,890,Persons (1),mar,OECD
130,Costa Rica,2020,1780,Persons (1),mar,OECD
130,Costa Rica,2021,1460,Persons (1),mar,OECD
130,Costa Rica,2022,860,Persons (1),mar,OECD
132,Colombia,2008,55770,Persons (1),mar,OECD
132,Colombia,2009,52720,Persons (1),mar,OECD
132,Colombia,2010,54840,Persons (1),mar,OECD
132,Colombia,2011,56450,Persons (1),mar,OECD
132,Colombia,2012,60770,Persons (1),mar,OECD
132,Colombia,2013,59840,Persons (1),mar,OECD
132,Colombia,2014,74790,Persons (1),mar,OECD
132,Colombia,2015,72800,Persons (1),mar,OECD
132,Colombia,2016,76810,Persons (1),mar,OECD
132,Colombia,2017,85320,Persons (1),mar,OECD
132,Colombia,2018,91980,Persons (1),mar,OECD
132,Colombia,2019,106120,Persons (1),mar,OECD
132,Colombia,2020,109360,Persons (1),mar,OECD
132,Colombia,2021,117400,Persons (1),mar,OECD
132,Colombia,2022,124970,Persons (1),mar,OECD
135,Mexico,2008,30330,Persons (1),mar,OECD
135,Mexico,2009,30690,Persons (1),mar,OECD
135,Mexico,2010,43120,Persons (1),mar,OECD
135,Mexico,2011,48690,Persons (1),mar,OECD
135,Mexico,2012,56130,Persons (1),mar,OECD
135,Mexico,2013,56250,Persons (1),mar,OECD
135,Mexico,2014,56250,Persons (1),mar,OECD
135,Mexico,2015,56250,Persons (1),mar,OECD
135,Mexico,2016,56250,Persons (1),mar,OECD
135,Mexico,2017,56250,Persons (1),mar,OECD
135,Mexico,2018,56250,Persons (1),mar,OECD
135,Mexico,2019,56250,Persons (1),mar,OECD
135,Mexico,2020,56250,Persons (1),mar,OECD
135,Mexico,2021,56250,Persons (1),mar,OECD
135,Mexico,2022,56250,Persons (1),mar,OECD
138,Peru,2008,2210,Persons (1),mar,OECD
138,Peru,2009,2890,Persons (1),mar,OECD
138,Peru,2010,5970,Persons (1),mar,OECD
138,Peru,2011,7420,Persons (1),mar,OECD
138,Peru,2012,7390,Persons (1),mar,OECD
138,Peru,2013,7850,Persons (1),mar,OECD
138,Peru,2014,12490,Persons (1),mar,OECD
138,Peru,2015,7810,Persons (1),mar,OECD
138,Peru,2016,5850,Persons (1),mar,OECD
138,Peru,2017,6710,Persons (1),mar,OECD
138,Peru,2018,10560,Persons (1),mar,OECD
138,Peru,2019,10160,Persons (1),mar,OECD
138,Peru,2020,6760,Persons (1),mar,OECD
138,Peru,2021,7320,Persons (1),mar,OECD
138,Peru,2022,11270,Persons (1),mar,OECD
143,Iceland,2008,250,Persons (1),mar,OECD
143,Iceland,2009,250,Persons (1),mar,OECD
143,Iceland,2010,240,Persons (1),mar,OECD
143,Iceland,2011,240,Persons (1),mar,OECD
143,Iceland,2012,250,Persons (1),mar,OECD
143,Iceland,2013,340,Persons (1),mar,OECD
143,Iceland,2014,340,Persons (1),mar,OECD
143,Iceland,2015,340,Persons (1),mar,OECD
143,Iceland,2016,560,Persons (1),mar,OECD
143,Iceland,2017,580,Persons (1),mar,OECD
143,Iceland,2018,580,Persons (1),mar,OECD
143,Iceland,2019,600,Persons (1),mar,OECD
143,Iceland,2020,600,Persons (1),mar,OECD
143,Iceland,2021,600,Persons (1),mar,OECD
143,Iceland,2022,600,Persons (1),mar,OECD
162,New Zealand,2008,680,Persons (1),mar,OECD
162,New Zealand,2009,810,Persons (1),mar,OECD
162,New Zealand,2010,650,Persons (1),mar,OECD
162,New Zealand,2011,620,Persons (1),mar,OECD
162,New Zealand,2012,610,Persons (1),mar,OECD
162,New Zealand,2013,700,Persons (1),mar,OECD
162,New Zealand,2014,660,Persons (1),mar,OECD
162,New Zealand,2015,650,Persons (1),mar,OECD
162,New Zealand,2016,750,Persons (1),mar,OECD
162,New Zealand,2017,780,Persons (1),mar,OECD
162,New Zealand,2018,840,Persons (1),mar,OECD
162,New Zealand,2019,840,Persons (1),mar,OECD
162,New Zealand,2020,900,Persons (1),mar,OECD
162,New Zealand,2021,830,Persons (1),mar,OECD
162,New Zealand,2022,1050,Persons (1),mar,OECD
163,United States,2008,6590,Persons (1),mar,OECD
163,United States,2009,5850,Persons (1),mar,OECD
163,United States,2010,6460,Persons (1),mar,OECD
163,United States,2011,6220,Persons (1),mar,OECD
163,United States,2012,6290,Persons (1),mar,OECD
163,United States,2013,6330,Persons (1),mar,OECD
163,United States,2014,6460,Persons (1),mar,OECD
163,United States,2015,6950,Persons (1),mar,OECD
163,United States,2016,6970,Persons (1),mar,OECD
163,United States,2017,7150,Persons (1),mar,OECD
163,United States,2018,7330,Persons (1),mar,OECD
163,United States,2019,7540,Persons (1),mar,OECD
163,United States,2020,7340,Persons (1),mar,OECD
163,United States,2021,7660,Persons (1),mar,OECD
163,United States,2022,7510,Persons (1),mar,OECD
171,Brazil,2008,41810,Persons (1),mar,OECD
171,Brazil,2009,41810,Persons (1),mar,OECD
171,Brazil,2010,41810,Persons (1),mar,OECD
171,Brazil,2011,41810,Persons (1),mar,OECD
171,Brazil,2012,41810,Persons (1),mar,OECD
171,Brazil,2013,41810,Persons (1),mar,OECD
171,Brazil,2014,41810,Persons (1),mar,OECD
171,Brazil,2015,41810,Persons (1),mar,OECD
171,Brazil,2016,41810,Persons (1),mar,OECD
171,Brazil,2017,41810,Persons (1),mar,OECD
171,Brazil,2018,41810,Persons (1),mar,OECD
171,Brazil,2019,41810,Persons (1),mar,OECD
171,Brazil,2020,8820,Persons (1),mar,OECD
171,Brazil,2021,8820,Persons (1),mar,OECD
171,Brazil,2022,8820,Persons (1),mar,OECD
172,Argentina,2008,490,Persons (1),mar,OECD
172,Argentina,2009,960,Persons (1),mar,OECD
172,Argentina,2010,1000,Persons (1),mar,OECD
172,Argentina,2011,1050,Persons (1),mar,OECD
172,Argentina,2012,1240,Persons (1),mar,OECD
172,Argentina,2013,1240,Persons (1),mar,OECD
172,Argentina,2014,1300,Persons (1),mar,OECD
172,Argentina,2015,3850,Persons (1),mar,OECD
172,Argentina,2016,3850,Persons (1),mar,OECD
172,Argentina,2017,3850,Persons (1),mar,OECD
172,Argentina,2018,4070.0000000000005,Persons (1),mar,OECD
172,Argentina,2019,2340,Persons (1),mar,OECD
172,Argentina,2020,3920,Persons (1),mar,OECD
172,Argentina,2021,4310,Persons (1),mar,OECD
172,Argentina,2022,4460,Persons (1),mar,OECD
174,Finland,2008,1280,Persons (1),mar,OECD
174,Finland,2009,1160,Persons (1),mar,OECD
174,Finland,2010,1260,Persons (1),mar,OECD
174,Finland,2011,1260,Persons (1),mar,OECD
174,Finland,2012,1240,Persons (1),mar,OECD
174,Finland,2013,1180,Persons (1),mar,OECD
174,Finland,2014,1070,Persons (1),mar,OECD
174,Finland,2015,1080,Persons (1),mar,OECD
174,Finland,2016,1120,Persons (1),mar,OECD
174,Finland,2017,1010,Persons (1),mar,OECD
174,Finland,2018,1090,Persons (1),mar,OECD
174,Finland,2019,960,Persons (1),mar,OECD
174,Finland,2020,1020,Persons (1),mar,OECD
174,Finland,2021,830,Persons (1),mar,OECD
174,Finland,2022,940,Persons (1),mar,OECD
175,Denmark,2008,500,Persons (1),mar,OECD
175,Denmark,2009,460,Persons (1),mar,OECD
175,Denmark,2010,440,Persons (1),mar,OECD
175,Denmark,2011,430,Persons (1),mar,OECD
175,Denmark,2012,420,Persons (1),mar,OECD
175,Denmark,2013,440,Persons (1),mar,OECD
175,Denmark,2014,450,Persons (1),mar,OECD
175,Denmark,2015,440,Persons (1),mar,OECD
175,Denmark,2016,490,Persons (1),mar,OECD
175,Denmark,2017,490,Persons (1),mar,OECD
175,Denmark,2018,520,Persons (1),mar,OECD
175,Denmark,2019,490,Persons (1),mar,OECD
175,Denmark,2020,490,Persons (1),mar,OECD
175,Denmark,2021,490,Persons (1),mar,OECD
175,Denmark,2022,450,Persons (1),mar,OECD
176,Germany,2008,4930,Persons (1),mar,OECD
176,Germany,2009,5000,Persons (1),mar,OECD
176,Germany,2010,4970,Persons (1),mar,OECD
176,Germany,2011,5010,Persons (1),mar,OECD
176,Germany,2012,5070,Persons (1),mar,OECD
176,Germany,2013,5140,Persons (1),mar,OECD
176,Germany,2014,5200,Persons (1),mar,OECD
176,Germany,2015,5290,Persons (1),mar,OECD
176,Germany,2016,4950,Persons (1),mar,OECD
176,Germany,2017,4750,Persons (1),mar,OECD
176,Germany,2018,4630,Persons (1),mar,OECD
176,Germany,2019,4540,Persons (1),mar,OECD
176,Germany,2020,4330,Persons (1),mar,OECD
176,Germany,2021,4360,Persons (1),mar,OECD
176,Germany,2022,4290,Persons (1),mar,OECD
177,Netherlands,2008,220,Persons (1),mar,OECD
177,Netherlands,2009,390,Persons (1),mar,OECD
177,Netherlands,2010,370,Persons (1),mar,OECD
177,Netherlands,2011,360,Persons (1),mar,OECD
177,Netherlands,2012,230,Persons (1),mar,OECD
177,Netherlands,2013,230,Persons (1),mar,OECD
177,Netherlands,2014,240,Persons (1),mar,OECD
177,Netherlands,2015,250,Persons (1),mar,OECD
177,Netherlands,2016,240,Persons (1),mar,OECD
177,Netherlands,2017,250,Persons (1),mar,OECD
177,Netherlands,2018,250,Persons (1),mar,OECD
177,Netherlands,2019,230,Persons (1),mar,OECD
177,Netherlands,2020,240,Persons (1),mar,OECD
177,Netherlands,2021,240,Persons (1),mar,OECD
177,Netherlands,2022,240,Persons (1),mar,OECD
178,Poland,2008,4820,Persons (1),mar,OECD
178,Poland,2009,5440,Persons (1),mar,OECD
178,Poland,2010,5400,Persons (1),mar,OECD
178,Poland,2011,4930,Persons (1),mar,OECD
178,Poland,2012,5550,Persons (1),mar,OECD
178,Poland,2013,5430,Persons (1),mar,OECD
178,Poland,2014,7130,Persons (1),mar,OECD
178,Poland,2015,7160,Persons (1),mar,OECD
178,Poland,2016,6350,Persons (1),mar,OECD
178,Poland,2017,6260,Persons (1),mar,OECD
178,Poland,2018,6260,Persons (1),mar,OECD
178,Poland,2019,6170,Persons (1),mar,OECD
178,Poland,2020,6130,Persons (1),mar,OECD
178,Poland,2021,6400,Persons (1),mar,OECD
178,Poland,2022,6430,Persons (1),mar,OECD
179,France,2008,20610,Persons (1),mar,OECD
179,France,2009,20650,Persons (1),mar,OECD
179,France,2010,20690,Persons (1),mar,OECD
179,France,2011,19500,Persons (1),mar,OECD
179,France,2012,17360,Persons (1),mar,OECD
179,France,2013,17920,Persons (1),mar,OECD
179,France,2014,16090,Persons (1),mar,OECD
179,France,2015,15550,Persons (1),mar,OECD
179,France,2016,16520,Persons (1),mar,OECD
179,France,2017,17490,Persons (1),mar,OECD
179,France,2018,20480,Persons (1),mar,OECD
179,France,2019,19480,Persons (1),mar,OECD
179,France,2020,19340,Persons (1),mar,OECD
179,France,2021,21690,Persons (1),mar,OECD
179,France,2022,20840,Persons (1),mar,OECD
180,United Kingdom,2008,2870,Persons (1),mar,OECD
180,United Kingdom,2009,3000,Persons (1),mar,OECD
180,United Kingdom,2010,3510,Persons (1),mar,OECD
180,United Kingdom,2011,3050,Persons (1),mar,OECD
180,United Kingdom,2012,3070,Persons (1),mar,OECD
180,United Kingdom,2013,3110,Persons (1),mar,OECD
180,United Kingdom,2014,3330,Persons (1),mar,OECD
180,United Kingdom,2015,3260,Persons (1),mar,OECD
180,United Kingdom,2016,3290,Persons (1),mar,OECD
180,United Kingdom,2017,3240,Persons (1),mar,OECD
180,United Kingdom,2018,3300,Persons (1),mar,OECD
180,United Kingdom,2019,3380,Persons (1),mar,OECD
180,United Kingdom,2020,3390,Persons (1),mar,OECD
180,United Kingdom,2021,3280,Persons (1),mar,OECD
180,United Kingdom,2022,3280,Persons (1),mar,OECD
181,Ireland,2008,1960,Persons (1),mar,OECD
181,Ireland,2009,1950,Persons (1),mar,OECD
181,Ireland,2010,1720,Persons (1),mar,OECD
181,Ireland,2011,1760,Persons (1),mar,OECD
181,Ireland,2012,1720,Persons (1),mar,OECD
181,Ireland,2013,1820,Persons (1),mar,OECD
181,Ireland,2014,1830,Persons (1),mar,OECD
181,Ireland,2015,1830,Persons (1),mar,OECD
181,Ireland,2016,1950,Persons (1),mar,OECD
181,Ireland,2017,1920,Persons (1),mar,OECD
181,Ireland,2018,1950,Persons (1),mar,OECD
181,Ireland,2019,1980,Persons (1),mar,OECD
181,Ireland,2020,1850,Persons (1),mar,OECD
181,Ireland,2021,1940,Persons (1),mar,OECD
181,Ireland,2022,2000,Persons (1),mar,OECD
182,Spain,2008,26320,Persons (1),mar,OECD
182,Spain,2009,28880,Persons (1),mar,OECD
182,Spain,2010,27910,Persons (1),mar,OECD
182,Spain,2011,27180,Persons (1),mar,OECD
182,Spain,2012,19890,Persons (1),mar,OECD
182,Spain,2013,18810,Persons (1),mar,OECD
182,Spain,2014,19910,Persons (1),mar,OECD
182,Spain,2015,18080,Persons (1),mar,OECD
182,Spain,2016,17810,Persons (1),mar,OECD
182,Spain,2017,16149.999999999998,Persons (1),mar,OECD
182,Spain,2018,18590,Persons (1),mar,OECD
182,Spain,2019,15130,Persons (1),mar,OECD
182,Spain,2020,12480,Persons (1),mar,OECD
182,Spain,2021,11360,Persons (1),mar,OECD
182,Spain,2022,10250,Persons (1),mar,OECD
183,Portugal,2008,2070,Persons (1),mar,OECD
183,Portugal,2009,1890,Persons (1),mar,OECD
183,Portugal,2010,2310,Persons (1),mar,OECD
183,Portugal,2011,2580,Persons (1),mar,OECD
183,Portugal,2012,2900,Persons (1),mar,OECD
183,Portugal,2013,2830,Persons (1),mar,OECD
183,Portugal,2014,3190,Persons (1),mar,OECD
183,Portugal,2015,2690,Persons (1),mar,OECD
183,Portugal,2016,2750,Persons (1),mar,OECD
183,Portugal,2017,1580,Persons (1),mar,OECD
183,Portugal,2018,1650,Persons (1),mar,OECD
183,Portugal,2019,1930,Persons (1),mar,OECD
183,Portugal,2020,1940,Persons (1),mar,OECD
183,Portugal,2021,2150,Persons (1),mar,OECD
183,Portugal,2022,2020,Persons (1),mar,OECD
184,Italy,2008,4360,Persons (1),mar,OECD
184,Italy,2009,5880,Persons (1),mar,OECD
184,Italy,2010,5840,Persons (1),mar,OECD
184,Italy,2011,5080,Persons (1),mar,OECD
184,Italy,2012,5160,Persons (1),mar,OECD
184,Italy,2013,5060,Persons (1),mar,OECD
184,Italy,2014,5110,Persons (1),mar,OECD
184,Italy,2015,4920,Persons (1),mar,OECD
184,Italy,2016,4550,Persons (1),mar,OECD
184,Italy,2017,4490,Persons (1),mar,OECD
184,Italy,2018,4760,Persons (1),mar,OECD
184,Italy,2019,4380,Persons (1),mar,OECD
184,Italy,2020,4350,Persons (1),mar,OECD
184,Italy,2021,4620,Persons (1),mar,OECD
184,Italy,2022,4620,Persons (1),mar,OECD
187,Croatia,2008,1110,Persons (1),mar,OECD
187,Croatia,2009,1120,Persons (1),mar,OECD
187,Croatia,2010,1250,Persons (1),mar,OECD
187,Croatia,2011,1370,Persons (1),mar,OECD
187,Croatia,2012,1410,Persons (1),mar,OECD
187,Croatia,2013,1410,Persons (1),mar,OECD
187,Croatia,2014,1200,Persons (1),mar,OECD
187,Croatia,2015,1150,Persons (1),mar,OECD
187,Croatia,2016,1240,Persons (1),mar,OECD
187,Croatia,2017,1280,Persons (1),mar,OECD
187,Croatia,2018,1290,Persons (1),mar,OECD
187,Croatia,2019,1280,Persons (1),mar,OECD
187,Croatia,2020,1350,Persons (1),mar,OECD
187,Croatia,2021,1290,Persons (1),mar,OECD
187,Croatia,2022,1410,Persons (1),mar,OECD
188,Slovenia,2008,200,Persons (1),mar,OECD
188,Slovenia,2009,230,Persons (1),mar,OECD
188,Slovenia,2010,220,Persons (1),mar,OECD
188,Slovenia,2011,210,Persons (1),mar,OECD
188,Slovenia,2012,210,Persons (1),mar,OECD
188,Slovenia,2013,230,Persons (1),mar,OECD
188,Slovenia,2014,240,Persons (1),mar,OECD
188,Slovenia,2015,220,Persons (1),mar,OECD
188,Slovenia,2016,210,Persons (1),mar,OECD
188,Slovenia,2017,200,Persons (1),mar,OECD
188,Slovenia,2018,200,Persons (1),mar,OECD
188,Slovenia,2019,200,Persons (1),mar,OECD
188,Slovenia,2020,180,Persons (1),mar,OECD
188,Slovenia,2021,190,Persons (1),mar,OECD
188,Slovenia,2022,170,Persons (1),mar,OECD
189,Lithuania,2008,340,Persons (1),mar,OECD
189,Lithuania,2009,340,Persons (1),mar,OECD
189,Lithuania,2010,350,Persons (1),mar,OECD
189,Lithuania,2011,340,Persons (1),mar,OECD
189,Lithuania,2012,370,Persons (1),mar,OECD
189,Lithuania,2013,430,Persons (1),mar,OECD
189,Lithuania,2014,480,Persons (1),mar,OECD
189,Lithuania,2015,480,Persons (1),mar,OECD
189,Lithuania,2016,510,Persons (1),mar,OECD
189,Lithuania,2017,430,Persons (1),mar,OECD
189,Lithuania,2018,410,Persons (1),mar,OECD
189,Lithuania,2019,430,Persons (1),mar,OECD
189,Lithuania,2020,420,Persons (1),mar,OECD
189,Lithuania,2021,420,Persons (1),mar,OECD
189,Lithuania,2022,430,Persons (1),mar,OECD
203,India,2008,3034720,Persons (1),mar,OECD
203,India,2009,3509160,Persons (1),mar,OECD
203,India,2010,4189560.0000000005,Persons (1),mar,OECD
203,India,2011,4347450,Persons (1),mar,OECD
