comname,sciname,ico_gl,ico_rgn_id,iucn_sid,subpop,cat_2024,year,assess_year,cat,cat_txt,cat_score,eval_yr,cat_2024_score
Smooth-coated Otter,Lutrogale perspicillata,FALSE,192,12427,NA,VU,1996,2021,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,78,12427,NA,VU,1996,2021,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,79,12427,NA,VU,1996,2021,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,208,12427,NA,VU,1996,2021,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,205,12427,NA,VU,1996,2021,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,206,12427,NA,VU,1996,2021,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,191,12427,NA,VU,1996,2021,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,52,12427,NA,VU,1996,2021,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,207,12427,NA,VU,1996,2021,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,74,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,216,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,247,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,24,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,15,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,215,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,21,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,231,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,14,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,190,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,76,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,77,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,47,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,25,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,26,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,54,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,38,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,210,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,237,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,48,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,81,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,51,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,204,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,53,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,50,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,209,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,39,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,203,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,40,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,20,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,192,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,78,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,79,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,208,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,205,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,206,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,191,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,52,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,207,12427,NA,VU,1997,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,74,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,216,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,247,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,24,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,15,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,215,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,21,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,231,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,14,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,190,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,76,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,77,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,47,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,25,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,26,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,54,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,38,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,210,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,237,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,48,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,81,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,51,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,204,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,53,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,50,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,209,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,39,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,203,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,40,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,20,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,192,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,78,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,79,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,208,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,205,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,206,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,191,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,52,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,207,12427,NA,VU,1998,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,74,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,216,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,247,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,24,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,15,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,215,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,21,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,231,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,14,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,190,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,76,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,77,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,47,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,25,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,26,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,54,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,38,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,210,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,237,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,48,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,81,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,51,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,204,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,53,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,50,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,209,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,39,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,203,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,40,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,20,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,192,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,78,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,79,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,208,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,205,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,206,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,191,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,52,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,207,12427,NA,VU,1999,NA,VU,Vulnerable,0.4,1996,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,74,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,216,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,247,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,24,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,15,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,215,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,21,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,231,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,14,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,190,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,76,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,77,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,47,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,25,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,26,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,54,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,38,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,210,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,237,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,48,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,81,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,51,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,204,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,53,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,50,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,209,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,39,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,203,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,40,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,20,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,192,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,78,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,79,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,208,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,205,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,206,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,191,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,52,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,207,12427,NA,VU,2000,2021,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,74,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,216,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,247,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,24,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,15,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,215,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,21,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,231,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,14,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,190,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,76,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,77,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,47,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,25,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,26,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,54,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,38,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,210,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,237,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,48,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,81,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,51,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,204,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,53,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,50,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,209,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,39,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,203,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,40,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,20,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,192,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,78,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,79,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,208,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,205,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,206,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,191,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,52,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,207,12427,NA,VU,2001,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,74,12427,NA,VU,2002,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,216,12427,NA,VU,2002,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,247,12427,NA,VU,2002,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,24,12427,NA,VU,2002,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,15,12427,NA,VU,2002,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,215,12427,NA,VU,2002,NA,VU,Vulnerable,0.4,2000,0.4
Smooth-coated Otter,Lutrogale perspicillata,FALSE,21,12427,NA,VU,2002,NA,VU,Vulnerable,0.4,2000,0.4
